ID,Name,Nationality,Age,Overall rating,Team & Contract,Height,Weight,foot,Best position,Value,Total attacking,Total skill,Total movement,Total power,Total mentality,Total defending,Body type
9362,26S. Ngoma,United States,19,59,New York Red Bulls,178.0,75.0,Right,RM,0.5750000000000001,225,246,374,275,231,110,Normal
9363,A. Romero,Venezuela,22,67,Boston River,178.0,72.0,Right,CM,2.3,270,272,360,321,292,186,Lean
9364,22J. Tandazo,Peru,17,58,Universitario de Deportes,171.0,69.0,Right,RM,0.47500000000000003,277,271,326,271,265,140,Normal
9365,23F. Faerron,Costa Rica,21,59,Hamarkameratene,188.0,78.0,Right,CB,0.47500000000000003,226,230,298,275,245,172,Normal
9366,J. Milne,Scotland,22,60,Aberdeen,192.0,85.0,Right,CB,0.525,239,248,255,263,253,183,Lean
9367,R. Sailor,United States,26,62,Seattle Sounders FC,193.0,81.0,Right,CB,0.375,175,160,264,271,198,189,Normal
9368,25A. Carrera,United States,20,53,FC Dallas,193.0,70.0,Right,GK,0.2,61,79,176,150,85,30,Lean
9369,22S. Nakano,Japan,21,57,Sanfrecce Hiroshima,182.0,76.0,Right,CB,0.35000000000000003,189,195,278,248,194,175,Normal
9370,22K. Matsuzaki,Japan,23,60,Urawa Red Diamonds,172.0,70.0,Left,LM,0.375,246,277,333,290,242,96,Normal
9371,24L. Gill,Republic of Ireland,19,50,UCD,183.0,70.0,Right,ST,0.07,235,220,293,239,201,71,Lean
9372,24K. Moore,Republic of Ireland,20,56,UCD,184.0,80.0,Right,GK,0.18,108,154,249,236,165,71,Normal
9373,23M. Scott,Republic of Ireland,19,50,UCD,175.0,67.0,Right,CAM,0.06,227,230,293,260,235,132,Lean
9374,23K. Chung,Canada,23,59,Toronto FC,175.0,68.0,Right,RB,0.325,226,239,344,267,237,166,Lean
9375,24L. Holík,Czechia,25,70,Viktoria Plzeň,181.0,78.0,Right,RWB,1.9,283,307,356,321,307,198,Normal
9376,25L. Mullan,Republic of Ireland,20,50,Derry City,170.0,65.0,Right,CAM,0.12,210,243,279,181,205,124,Lean
9377,24D. McCallion,Republic of Ireland,18,47,Derry City,178.0,65.0,Right,CB,0.1,144,131,265,171,198,164,Lean
9378,R. Azybi,Saudi Arabia,23,56,NEOM SC,181.0,75.0,Right,GK,0.275,54,75,185,176,87,35,Normal
9379,23A. Pătlăgică,Romania,19,53,UTA Arad,178.0,70.0,Right,RB,0.21,174,186,329,215,206,147,Lean
9380,25Y. Challouk,Belgium,28,65-1,KV Kortrijk,173.0,66.0,Right,RW,0.725,299,289,345,271,224,68,Normal
9381,22N. Vujnović,Montenegro,24,66,Sporting Kansas City,178.0,73.0,Right,ST,1.2,288,249,357,328,238,53,Normal
9382,23G. Mulreany,Republic of Ireland,24,50,Finn Harps,182.0,76.0,Right,GK,0.06,61,63,156,179,76,33,Normal
9383,23L. Groenendijk,Netherlands,17,54,Go Ahead Eagles,185.0,76.0,Right,GK,0.24,63,71,148,157,100,35,Normal
9384,24R. Hornos,Uruguay,18,61,Liverpool FC Uruguay,186.0,75.0,Right,GK,0.725,57,83,172,173,87,28,Normal
9385,23Eduardo Santos,Brazil,24,71,SK Slavia Praha,196.0,90.0,Right,CB,2.4,262,260,315,315,295,206,Normal
9386,23R. Covaci,Romania,18,50,FC Argeș,169.0,60.0,Right,RM,0.11,199,219,360,254,235,127,Lean
9387,22Jang Young Gi,Korea Republic,18,51,Seongnam FC,175.0,67.0,Left,CAM,0.15,222,237,291,229,214,96,Normal
9388,Kim Ji Soo,Korea Republic,20,65,1. FC Kaiserslautern,192.0,83.0,Right,CB,1.6,199,217,242,281,225,195,Lean
9389,23M. Cudjoe,Ghana,18,57,Dundee United FC,168.0,56.0,Right,RM,0.425,230,277,360,237,188,97,Lean
9390,24J. Lutostański,Poland,18,55,Śląsk Wrocław,182.0,74.0,Right,ST,0.325,228,196,327,241,223,44,Normal
9391,26K. Thompson,Canada,22,63,Toronto FC,178.0,79.0,Right,RB,0.7000000000000001,277,272,332,306,255,174,Normal
9392,24D. Gutierrez,United States,24,56,Portland Timbers,180.0,65.0,Right,CAM,0.22,246,260,348,224,196,40,Lean
9393,T. O'Reilly,England,21,64,Crewe Alexandra,170.0,63.0,Left,CAM,1.2,281,297,370,283,280,150,Lean
9394,26M. Sanabria,Argentina,21,64,Al Ain,178.0,72.0,Right,RM,1.4,249,282,316,274,217,85,Lean
9395,26M. González,Argentina,21,65,Lanús,178.0,73.0,Right,CDM,1.5,242,269,294,315,293,194,Normal
9396,24T. Larsen,Norway,24,57,Aalesunds FK,191.0,86.0,Left,GK,0.21,81,88,193,205,94,40,Normal
9397,22S. Bumbar,Romania,16,50,Gaz Metan Mediaş,176.0,72.0,Right,GK,0.13,63,63,161,168,81,27,Normal
9398,22G. Țala,Romania,16,52,Gaz Metan Mediaş,173.0,62.0,Left,LB,0.21,156,181,338,213,230,148,Lean
9399,22V. Domșa,Romania,17,50,Gaz Metan Mediaş,174.0,68.0,Right,CDM,0.11,190,209,314,242,229,143,Normal
9400,22L. Noian,Romania,16,51,Gaz Metan Mediaş,180.0,70.0,Right,ST,0.16,204,196,297,277,215,39,Normal
9401,22C. Ludueña,Argentina,18,59,Talleres,169.0,74.0,Left,CAM,0.525,239,299,291,258,254,125,Normal
9402,V. Gómez,Argentina,22,76,Real Betis Balompié,181.0,76.0,Left,CB,15.5,272,287,385,317,294,230,Lean
9403,N. Veratschnig,Austria,22,69,1. FSV Mainz,180.0,75.0,Right,RB,2.7,269,266,371,328,289,194,Lean
9404,22Y. Fujihara,Japan,22,59,Sagan Tosu,165.0,66.0,Right,ST,0.5,280,268,368,297,243,65,Normal
9405,25B. Zimmermann,Austria,22,64,SK Rapid,179.0,77.0,Right,ST,0.9,299,283,347,357,279,84,Normal
9406,J. Fernández,Argentina,21,68,Rosario Central,183.0,73.0,Left,CAM,2.5,285,313,379,294,253,121,Lean
9407,S. Braybrooke,England,21,63,Chesterfield,178.0,66.0,Right,CM,1.1,282,316,335,286,284,178,Lean
9408,N. Markanich,United States,25,65,Houston Dynamo,185.0,78.0,Right,ST,0.9500000000000001,303,258,301,315,272,56,Lean
9409,N. Allen,Greece,21,68,Inter Miami,173.0,69.0,Left,LB,2.3,254,302,358,318,248,198,Normal
9410,K. Arriaga,Honduras,27,74,Levante UD,191.0,82.0,Right,CB,4.3,285,322,327,397,310,217,Normal
9411,G. Marks,United States,25,61,Philadelphia Union,185.0,80.0,Right,GK,0.375,54,89,174,202,92,34,Normal
9412,23K. Santos,United States,22,54,Charlotte FC,178.0,72.0,Right,CB,0.23,182,174,278,231,194,169,Normal
9413,22C. Castillo,Mexico,20,57,Tijuana,170.0,65.0,Right,CM,0.35000000000000003,244,255,302,249,241,146,Lean
9414,22L. Dupré,Germany,17,53,1. FC Saarbrücken,194.0,85.0,Right,GK,0.21,66,59,151,169,76,33,Lean
9415,23E. Brienza,Canada,20,51,Vancouver Whitecaps FC,178.0,79.0,Left,ST,0.15,225,198,299,259,197,44,Normal
9416,S. Kitano,Japan,20,67,FC Red Bull Salzburg,173.0,62.0,Right,CAM,2.2,303,309,361,296,268,80,Normal
9417,22T. Poznar,Czechia,32,64,Bruk-Bet Termalica Nieciecza,194.0,81.0,Right,ST,0.47500000000000003,286,262,238,325,270,67,Normal
9418,26J. Ryan,Republic of Ireland,21,58,Reading FC,178.0,70.0,Left,LWB,0.425,243,274,349,271,257,156,Normal
9419,26C. Sosa,Venezuela,29,70,Deportivo Táchira,172.0,69.0,Left,CAM,1.6,318,316,345,310,294,154,Normal
9420,23J. Briceño,Venezuela,24,63+3,Deportivo La Guaira,180.0,82.0,Right,GK,0.625,71,82,251,191,118,49,Normal
9421,22Choi In Gyu,Korea Republic,18,49,Gangwon FC,188.0,80.0,Right,CB,0.1,171,162,239,240,180,146,Normal
9422,S. Figueredo,Uruguay,23,64,CD Leganés,179.0,72.0,Right,RB,0.875,255,270,318,281,265,184,Normal
9423,24A. Barcellos,Uruguay,21,60,Montevideo Wanderers FC,183.0,82.0,Left,CB,0.47500000000000003,232,235,291,285,227,179,Normal
9424,25E. Vidart,Uruguay,22,60-1,Montevideo Wanderers FC,182.0,75.0,Right,RWB,0.525,285,299,292,297,282,180,Normal
9425,25N. Ferreira,Uruguay,22,65,Montevideo Wanderers FC,170.0,68.0,Right,RW,1.6,294,291,340,288,270,81,Normal
9426,K. Doumbia,Mali,22,75,Stade Brestois,170.0,53.0,Right,CAM,9.0,341,343,377,328,325,173,Lean
9427,Manu Lama,Spain,24,71,Granada CF,192.0,82.0,Right,CB,2.7,271,261,294,308,300,208,Normal
9428,24S. Akanbi,England,19,51,Cambridge United,185.0,78.0,Left,ST,0.14,219,224,314,237,199,52,Lean
9429,24P. Abimbola,England,19,52,Northampton Town,178.0,69.0,Right,CAM,0.19,215,238,313,237,244,139,Lean
9430,26M. Suchomel,Czechia,22,68,Sparta Praha,183.0,79.0,Right,CB,1.8,290,271,327,343,299,192,Lean
9431,22A. Pinto,Argentina,20,59,Central Cordoba SdE,168.0,60.0,Right,RM,0.5,249,287,320,198,226,88,Lean
9432,23N. Silva,Uruguay,25,63,Cerro Largo,165.0,63.0,Left,LM,0.625,303,301,331,311,247,146,Lean
9433,24I. Andres,Romania,23,58,FC Voluntari,193.0,73.0,Left,CB,0.425,177,162,261,266,215,173,Lean
9434,24L. Juričić,Bosnia and Herzegovina,26,62,CFR Cluj,189.0,83.0,Right,ST,0.47500000000000003,268,242,283,318,234,48,Normal
9435,H. Krogelien,Norway,21,55,Sandefjord Fotball,195.0,82.0,Right,CB,0.3,161,205,270,230,194,165,Normal
9436,23B. Kristiansen,Norway,19,54,FK Jerv,185.0,80.0,Right,CB,0.24,209,209,280,250,210,159,Normal
9437,23T. Kristiansen,Norway,16,52,Hamarkameratene,180.0,73.0,Left,CB,0.2,202,190,287,231,191,157,Lean
9438,23D. Nelik,Türkiye,21,57,Antalyaspor,182.0,74.0,Right,CB,0.35000000000000003,172,160,264,255,215,195,Lean
9439,25Y. Boyar,Türkiye,25,55,Hatayspor,190.0,79.0,Right,GK,0.15,58,81,136,193,86,30,Lean
9440,24A. Sosa,Argentina,22,61,Sportivo Trinidense,186.0,86.0,Right,ST,0.75,253,252,334,303,252,54,Lean
9441,26L. Healy,Republic of Ireland,25,57,Shelbourne FC,180.0,80.0,Right,GK,0.17,88,133,271,215,177,46,Stocky
9442,25A. Zimarino,Australia,22,57,Brisbane Roar,182.0,74.0,Left,ST,0.325,254,262,342,287,244,93,Normal
9443,24J. Rasmussen,United States,24,59,Portland Timbers,182.0,79.0,Left,LWB,0.325,283,281,312,318,259,163,Normal
9444,T. Donaghy,England,22,57,Oldham Athletic,188.0,82.0,Right,GK,0.2,54,70,170,178,71,28,Normal
9445,25H. Macadam,England,23,58,Morecambe,193.0,84.0,Right,CM,0.3,253,267,279,336,259,165,Normal
9446,25H. Näsström,Sweden,29,61,IFK Värnamo,190.0,85.0,Right,CDM,0.275,227,234,246,312,243,175,Normal
9447,Z. Obiero,Kenya,20,60,Tranmere Rovers,170.0,67.0,Right,CAM,0.6,253,268,369,279,271,176,Lean
9448,25S. Fish,Wales,20,54,Crawley Town,185.0,70.0,Right,ST,0.24,236,235,353,277,224,119,Normal
9449,25Luizão,Brazil,26,63,Radomiak Radom,184.0,75.0,Right,CDM,0.5750000000000001,231,260,324,312,282,187,Lean
9450,25A. Galeano,Paraguay,24,71,Club Nacional de Football,170.0,70.0,Right,RM,3.0,296,306,382,325,292,186,Lean
9451,R. Sanchez,Uruguay,21,63,Club Atlético Juventud,172.0,70.0,Right,RM,1.1,296,289,329,292,235,99,Normal
9452,26Park Kyu Min,Korea Republic,24,55,Jeonbuk Hyundai Motors,180.0,71.0,Right,RW,0.2,238,229,315,269,196,70,Lean
9453,22Park Sung Hyun,Korea Republic,19,50,Jeonbuk Hyundai Motors,180.0,75.0,Left,LB,0.1,181,198,277,234,203,144,Normal
9454,22Kim Tae Hyun,Korea Republic,19,49,Jeonbuk Hyundai Motors,180.0,75.0,Right,CDM,0.1,169,190,239,259,220,141,Normal
9455,22Lee Sung Min,Korea Republic,20,50,Jeonbuk Hyundai Motors,191.0,79.0,Right,CB,0.09,161,139,229,214,188,153,Lean
9456,24Kim Chan Yong,Korea Republic,22,52,Suwon FC,183.0,75.0,Right,GK,0.14,74,71,164,161,78,46,Normal
9457,22E. Ali Said,Comoros,19,59,Dijon FCO,178.0,71.0,Right,RM,0.47500000000000003,245,266,363,224,210,85,Lean
9458,22K. Yasui,Japan,21,56,Urawa Red Diamonds,174.0,69.0,Right,CM,0.325,224,260,302,316,260,147,Normal
9459,22R. Sawyers,England,16,50,Walsall,183.0,84.0,Right,CB,0.1,129,128,325,247,175,154,Lean
9460,M. Sulzner,Austria,21,64,Wolfsberger AC,189.0,72.0,Right,CDM,1.2,224,244,286,270,264,188,Lean
9461,24Lee Ji Han,Korea Republic,20,61,SC Freiburg II,179.0,74.0,Left,LM,0.725,271,267,341,254,242,94,Lean
9462,22T. Kikuchi,Japan,22,61,Sagan Tosu,160.0,60.0,Left,LM,0.75,273,292,371,291,267,130,Normal
9463,22H. Weckmann,Mexico,17,57,Tijuana,194.0,80.0,Right,ST,0.525,259,223,274,309,243,82,Lean
9464,25S. Kittos,Cyprus,22,58,APOEL FC,186.0,75.0,Right,GK,0.4,63,79,155,157,95,38,Lean
9465,C. Whelan,Republic of Ireland,25,60,Bohemian FC,180.0,60.0,Right,ST,0.325,269,265,324,297,243,89,Normal
9466,25A. Dony,Belgium,20,59,Union Saint-Gilloise,170.0,70.0,Left,LB,0.47500000000000003,205,227,332,225,237,164,Normal
9467,24S. Brennan,Republic of Ireland,21,55,UCD,170.0,67.0,Right,CAM,0.18,254,276,326,239,272,140,Lean
9468,E. Caffrey,Republic of Ireland,22,64,Shelbourne FC,174.0,66.0,Right,CM,1.2,284,317,329,326,289,165,Lean
9469,22S. Trigos,Mexico,19,57,Pumas UNAM,172.0,67.0,Right,CAM,0.35000000000000003,269,272,336,283,265,146,Lean
9470,23J. Perales,Argentina,21,62,CA Banfield,180.0,75.0,Right,CAM,0.9,272,283,320,288,232,44,Normal
9471,24C. Atemona,Germany,21,59,KV Kortrijk,187.0,72.0,Right,CB,0.47500000000000003,193,208,319,274,229,173,Normal
9472,Leonardo Buta,Portugal,23,69,Rio Ave FC,182.0,74.0,Left,LWB,2.7,277,273,370,311,288,194,Normal
9473,23C. Maxim,Romania,19,52,UTA Arad,180.0,70.0,Right,RB,0.2,169,189,307,226,221,144,Normal
9474,23D. Vos,Netherlands,20,62,FC Emmen,181.0,72.0,Left,CB,0.8250000000000001,228,233,306,263,260,188,Normal
9475,B. Conté,Germany,21,69,SV Elversberg,182.0,76.0,Right,CAM,2.2,308,300,369,330,245,103,Normal
9476,A. Simmelhack,Denmark,19,63,Silkeborg IF,190.0,80.0,Right,ST,1.1,276,257,335,330,259,74,Normal
9477,I. Leguizamón,Paraguay,22,72,Club Olimpia,173.0,68.0,Left,LM,3.8,306,313,385,309,274,110,Normal
9478,24R. Voisine,France,21,60,FC Nantes,188.0,77.0,Left,CB,0.47500000000000003,206,161,239,257,215,174,Normal
9479,23J. Bone,Ecuador,18,58,Universidad Católica del Ecuador,178.0,71.0,Right,CAM,0.47500000000000003,282,286,324,284,287,150,Lean
9480,25C. Tizón,Uruguay,28,68,Danubio FC,175.0,65.0,Left,LM,1.2,313,324,368,329,289,190,Normal
9481,P. Beach,Australia,21,66,Melbourne City FC,183.0,75.0,Left,GK,1.8,54,87,195,163,69,30,Normal
9482,26B. Orosco,Argentina,27,63,Godoy Cruz,175.0,63.0,Right,CAM,0.55,272,310,350,268,237,126,Lean
9483,H. Røsten,Norway,20,60,Rosenborg BK,185.0,82.0,Right,CB,0.55,204,198,253,266,225,175,Normal
9484,24J. Durán,Peru,31,67,Deportivo Binacional,165.0,62.0,Right,RM,0.85,314,311,360,327,300,149,Lean
9485,23M. Carpio,Peru,19,64,Cienciano,170.0,65.0,Right,CAM,1.4,295,316,314,308,291,173,Normal
9486,24Vaquero,Spain,19,59,Real Zaragoza,184.0,76.0,Left,LM,0.5750000000000001,284,306,326,293,248,166,Normal
9487,26F. Castañeda,Colombia,30,69,CA Banfield,172.0,69.0,Right,RM,1.3,302,330,398,316,310,112,Normal
9488,23N. Cainelli,Argentina,27,63,Godoy Cruz,178.0,75.0,Right,RM,0.5,280,282,340,282,220,92,Lean
9489,26T. Ntsabeleng,South Africa,27,62,FC Dallas,170.0,72.0,Right,CAM,0.425,261,285,351,314,278,169,Normal
9490,26M. Ebiowei,England,21,64,Blackpool FC,185.0,80.0,Left,LM,1.3,284,320,342,270,237,115,Lean
9491,23É. N'Zeyi,France,24,55,Finn Harps,185.0,76.0,Right,CB,0.17,201,221,277,264,230,159,Lean
9492,23D. Kreiker,Austria,19,59,FK Austria Wien,185.0,74.0,Left,LM,0.525,236,272,332,284,241,102,Lean
9493,25J. Antczak,Poland,20,60,Lech Poznań,168.0,61.0,Right,RM,0.55,251,269,363,234,244,85,Lean
9494,24R. Sandoval,Bolivia,21,60,Oriente Petrolero,180.0,71.0,Right,CDM,0.525,223,243,320,270,251,186,Lean
9495,22R. García,Bolivia,18,60,Oriente Petrolero,180.0,80.0,Right,RB,0.55,255,256,315,279,267,170,Normal
9496,23C. Penayo,Bolivia,19,60,Oriente Petrolero,176.0,66.0,Left,LM,0.525,296,289,319,300,254,133,Lean
9497,22R. Román,Bolivia,25,65,Oriente Petrolero,175.0,78.0,Right,CAM,0.9500000000000001,292,321,335,332,322,190,Normal
9498,25J. Berdecio,Bolivia,21,60,Philadelphia Union,177.0,71.0,Right,CAM,0.525,270,283,312,301,284,165,Normal
9499,26J. Briceño,Bolivia,23,62,San Antonio Bulo Bulo,177.0,80.0,Right,ST,0.6,309,293,305,320,254,90,Normal
9500,H. Bobadilla,Paraguay,24,68,Platense,177.0,76.0,Right,ST,1.7,308,271,338,337,232,44,Normal
9501,24A. Sorenson,Haiti,20,53,Philadelphia Union,168.0,57.0,Left,LB,0.2,185,181,331,188,208,157,Lean
9502,22L. de Bolle,Scotland,18,59,Newcastle United,179.0,66.0,Right,CAM,0.5750000000000001,257,286,341,249,243,144,Lean
9503,S. Cisse,Guinea,24,70,CD Leganés,177.0,72.0,Right,CAM,2.4,296,329,365,349,342,210,Lean
9504,D. Zalazar,Argentina,23,68,CA Banfield,180.0,68.0,Right,CAM,1.9,294,313,387,298,290,117,Normal
9505,M. Galarza,Argentina,23,73,Talleres,180.0,71.0,Right,CDM,6.5,298,350,362,326,337,209,Normal
9506,26F. Díaz,Argentina,24,69,Vélez Sarsfield,181.0,83.0,Right,CDM,2.0,286,314,344,325,318,200,Normal
9507,26K. Pereira,Paraguay,21,61,Sportivo Luqueño,176.0,80.0,Right,RM,0.725,269,282,331,231,227,75,Normal
9508,24R. Garro,Argentina,25,77,Talleres,174.0,70.0,Left,CAM,14.0,312,398,351,331,323,140,Normal
9509,24S. Surdanović,Austria,24,63,Austria Lustenau,183.0,79.0,Right,ST,0.7000000000000001,284,273,318,354,274,140,Stocky
9510,26Ç. Erciyas,Türkiye,22,54,Alanyaspor,178.0,75.0,Right,CB,0.25,197,179,291,203,215,175,Lean
9511,L. Pászka,Romania,29,66,Csíkszereda Miercurea Ciuc,176.0,71.0,Left,LB,0.75,255,298,373,282,293,184,Normal
9512,Luís Esteves,Portugal,27,74,Gil Vicente FC,169.0,62.0,Right,CM,4.5,310,374,403,319,353,176,Lean
9513,22Claverías,Spain,21,61,UD Ibiza,170.0,68.0,Right,CM,0.725,251,278,309,258,284,181,Normal
9514,25S. Pidro,Bosnia and Herzegovina,26,64,St. Louis CITY SC,183.0,75.0,Left,LWB,0.7000000000000001,239,269,316,287,262,185,Lean
9515,26L. Gueho,France,21,62,Sporting Club Bastia,188.0,82.0,Right,CB,0.8250000000000001,217,216,287,261,236,184,Normal
9516,22M. Vrdoljak,Croatia,27,60,LPS HD Clinceni,187.0,80.0,Right,CDM,0.23,222,276,237,306,244,173,Normal
9517,22D. Ortega,Bolivia,26,63,Always Ready,182.0,76.0,Right,ST,0.5750000000000001,291,294,297,326,287,90,Normal
9518,23S. Valverde,Bolivia,19,60,Royal Pari,175.0,75.0,Left,LB,0.55,236,235,327,279,253,169,Lean
9519,25A. Torres,Bolivia,26,64,The Strongest,178.0,78.0,Right,GK,0.6,77,78,170,174,92,41,Normal
9520,25A. Murbeck,Sweden,26,60,IK Sirius,192.0,92.0,Right,CB,0.325,201,187,232,269,199,172,Normal
9521,22C. Harfas,Romania,18,54,Gaz Metan Mediaş,180.0,70.0,Right,CDM,0.24,188,206,290,236,250,160,Lean
9522,22E. Grosz,Romania,18,52,Gaz Metan Mediaş,190.0,70.0,Right,GK,0.18,49,70,151,128,92,29,Lean
9523,23K. O'Connor,Republic of Ireland,19,50,Shelbourne FC,176.0,68.0,Right,CAM,0.09,223,252,243,223,220,120,Lean
9524,A. Fatawu,Ghana,21,76,Leicester City,177.0,73.0,Left,CAM,15.0,340,370,413,373,316,140,Normal
9525,N. Valentini,Argentina,24,73,Hellas Verona FC,185.0,77.0,Left,CB,4.4,245,268,335,309,266,225,Normal
9526,23J. Velasco,Bolivia,18,59,Bolívar,178.0,75.0,Left,LWB,0.5,246,243,323,266,266,166,Normal
9527,24L. Jendal,Norway,24,60,Hamarkameratene,193.0,85.0,Right,GK,0.425,60,78,173,182,89,33,Normal
9528,N. Hagen,Guatemala,28,64,Columbus Crew,193.0,85.0,Right,GK,0.5,64,76,185,191,89,28,Normal
9529,K. Eriksen,Norway,29,70,SK Brann,177.0,74.0,Right,CF,1.6,328,315,370,357,297,125,Normal
9530,26K. Balomenos,Greece,23,60,PAOK,187.0,87.0,Right,GK,0.425,61,87,161,178,82,35,Normal
9531,25K. Onsrud,Norway,29,64,Hamarkameratene,186.0,80.0,Left,CM,0.5750000000000001,293,306,280,352,304,168,Normal
9532,V. Skjærvik,Norway,24,67,Tromsø IL,190.0,78.0,Right,CB,1.5,218,228,331,291,219,203,Lean
9533,23E. Daškevičs,Latvia,19,55,Hamarkameratene,171.0,69.0,Left,CAM,0.3,216,261,357,240,205,101,Lean
9534,23E. Sildnes,Norway,29,60,Hamarkameratene,181.0,75.0,Right,RM,0.24,260,262,324,265,218,68,Normal
9535,24J. Enkerud,Norway,33,63,Hamarkameratene,190.0,81.0,Right,ST,0.3,292,237,315,341,250,58,Normal
9536,H. Opsahl,Norway,22,63,Hamarkameratene,193.0,80.0,Right,CB,1.0,195,198,279,251,218,190,Normal
9537,23T. Ness,Norway,23,55,FK Jerv,180.0,74.0,Right,CDM,0.19,237,248,303,264,265,164,Normal
9538,23J. Briceño,Venezuela,24,63+3,Deportivo La Guaira,180.0,82.0,Right,GK,0.625,71,82,251,191,118,49,Normal
9539,22Choi In Gyu,Korea Republic,18,49,Gangwon FC,188.0,80.0,Right,CB,0.1,171,162,239,240,180,146,Normal
9540,24Jang Jae Woong,Korea Republic,22,60,Suwon FC,176.0,70.0,Right,RM,0.55,250,239,339,247,222,84,Normal
9541,23Jung Jae Yoon,Korea Republic,20,48,Suwon FC,180.0,75.0,Right,RM,0.11,205,219,286,262,231,121,Normal
9542,23Patrick Machado,Brazil,23,62,Santa Clara,175.0,65.0,Left,CAM,0.8,254,314,310,247,248,134,Lean
9543,D. Kasius,Netherlands,22,72,AZ Alkmaar,185.0,73.0,Right,RB,5.0,292,318,388,330,300,199,Normal
9544,23R. Ramírez,Argentina,22,63,Club Atlético River Plate,177.0,79.0,Left,LWB,1.0,209,234,312,237,230,191,Normal
9545,25F. Heiselberg,Denmark,21,60,FC Midtjylland,191.0,77.0,Left,ST,0.55,275,249,274,322,231,59,Lean
9546,R. Ortiz,Paraguay,30,63,Recoleta,181.0,83.0,Left,ST,0.47500000000000003,279,284,307,316,212,47,Lean
9547,22S. Vergara,Paraguay,32,63,General Bernardino Caballero,178.0,87.0,Left,CB,0.3,221,228,311,279,252,188,Normal
9548,22S. Bustos,Argentina,23,62,General Bernardino Caballero,175.0,78.0,Left,LB,0.75,207,227,340,195,228,174,Normal
9549,23J. Herrera,Bolivia,20,60,CD Jorge Wilstermann,181.0,81.0,Right,ST,0.5,291,269,304,315,227,67,Normal
9550,22V. Cristea,Romania,21,55,LPS HD Clinceni,175.0,72.0,Right,RM,0.275,236,246,336,232,188,76,Normal
9551,24A. Sapara,Nigeria,28,68,Farense,175.0,69.0,Right,LW,1.2,316,322,392,330,255,75,Normal
9552,22Kim Ki Soo,Korea Republic,26,52,Suwon FC,190.0,82.0,Right,CB,0.09,132,127,261,250,174,169,Normal
9553,R. Lima,Bolivia,25,64,Always Ready,175.0,79.0,Right,CAM,0.775,271,310,325,305,299,168,Normal
9554,26Y. Rocha,Bolivia,22,65,Bolívar,178.0,65.0,Right,RM,1.5,274,287,363,274,289,176,Lean
9555,22F. Eutinger,Germany,17,57,RB Leipzig,187.0,78.0,Right,GK,0.325,73,68,150,170,101,28,Lean
9556,J. Nickisch,Germany,21,60,1. FC Saarbrücken,190.0,77.0,Right,GK,0.47500000000000003,70,71,167,168,84,33,Lean
9557,25L. Grimpe,Germany,20,54,Hannover 96 II,186.0,78.0,Right,GK,0.2,61,63,140,124,75,30,Lean
9558,22D. Krasucki,Poland,18,57,RB Leipzig,189.0,77.0,Right,ST,0.375,264,241,280,278,185,60,Normal
9559,A. Salama,France,24,67,NAC Breda,192.0,78.0,Right,ST,1.6,305,296,346,312,259,60,Lean
9560,25L. Vargas,Paraguay,24,60,Cerro Porteño,177.0,72.0,Left,LB,0.325,194,213,354,200,240,165,Normal
9561,T. Ismaheel,Nigeria,24,67,Lech Poznań,172.0,62.0,Right,CAM,1.4,269,293,403,297,241,71,Lean
9562,J. Noguera,Paraguay,23,61,Recoleta,179.0,70.0,Left,LM,0.525,251,285,346,258,211,73,Lean
9563,23M. López,Argentina,25,63,CD Antofagasta,192.0,90.0,Right,ST,0.65,270,219,284,360,214,34,Normal
9564,26O. Smyth,Northern Ireland,25,62,St. Mirren,181.0,72.0,Right,CAM,0.5750000000000001,278,300,339,302,299,172,Normal
9565,26S. Nwankwo,Nigeria,21,62,Mjällby AIF,183.0,75.0,Right,ST,0.975,272,238,371,340,231,71,Normal
9566,24D. Lütke-Frie,Germany,20,58,Borussia Dortmund II,181.0,80.0,Left,CM,0.5,230,268,332,261,255,158,Lean
9567,T. Adaramola,Republic of Ireland,21,65,Sheffield Wednesday,177.0,69.0,Left,LB,1.5,267,276,374,285,289,173,Lean
9568,22D. Orellana Riffo,Chile,19,59,CD Antofagasta,171.0,77.0,Left,CM,0.425,230,268,315,279,268,160,Normal
9569,J. González,Uruguay,31,62,Boston River,184.0,84.0,Right,GK,0.21,73,73,182,201,91,34,Normal
9570,F. Bruera,Argentina,26,71,Barracas Central,194.0,90.0,Right,ST,2.2,319,299,292,392,268,67,Normal
9571,25G. Benítez,Paraguay,22,61,Nacional Asunción,184.0,72.0,Left,CB,0.7000000000000001,216,237,316,251,250,180,Normal
9572,B. Cabrera,Paraguay,28,65,Newell's Old Boys,178.0,75.0,Right,CB,0.675,270,258,335,302,292,192,Normal
9573,22W. Meneses,Ecuador,25,64,Delfín SC,181.0,79.0,Left,LB,0.725,276,261,343,257,286,184,Normal
9574,L. Blum,Switzerland,23,70,Royal Charleroi Sporting Club,181.0,75.0,Right,RWB,3.0,244,290,356,255,285,206,Lean
