ID,Name,Nationality,Team & Contract,foot,Best position,Body type,Age,Overall rating,Height,Weight,Value,Total attacking,Total skill,Total movement,Total power,Total mentality,Total defending
10651,23B. Al Huwaidi,Na_Saudi Arabia,Tc_Al Batin,F_Right,Bp_RB,Bt_Lean,a2,o1,h1,w2,v1,ta1,ts1,tm3,tp2,tme2,td3
10652,25T. Ashcroft,Na_England,Tc_Tottenham Hotspur,F_Right,Bp_RB,Bt_Lean,a1,o2,h2,w2,v2,ta2,ts1,tm3,tp1,tme2,td4
10653,26O. Mason,Na_Republic of Ireland,Tc_Mansfield Town,F_Right,Bp_GK,Bt_Normal,a2,o2,h5,w5,v2,ta1,ts1,tm1,tp1,tme1,td1
10654,23Tovar,Na_Spain,Tc_RCD Mallorca,F_Right,Bp_ST,Bt_Normal,a4,o3,h4,w4,v3,ta3,ts2,tm2,tp5,tme3,td1
10655,23F. Al Mutairi,Na_Saudi Arabia,Tc_Al Taawoun FC,F_Right,Bp_CAM,Bt_Normal,a3,o1,h1,w1,v1,ta2,ts2,tm4,tp2,tme2,td3
10656,22P. Arinbjörnsson,Na_Iceland,Tc_Wolverhampton Wanderers,F_Right,Bp_GK,Bt_Lean,a1,o1,h5,w3,v1,ta1,ts1,tm1,tp1,tme1,td1
10657,A. Tikvić,Na_Croatia,Tc_SC Preußen Münster,F_Left,Bp_CB,Bt_Normal,a2,o3,h5,w5,v4,ta2,ts2,tm1,tp3,tme2,td4
10658,24J. Thompson,Na_Chile,Tc_Colo-Colo,F_Left,Bp_LM,Bt_Lean,a1,o4,h1,w1,v5,ta3,ts5,tm5,tp4,tme3,td2
10659,22J. Reyes,Na_United States,Tc_Monterrey,F_Right,Bp_ST,Bt_Stocky,a2,o2,h1,w4,v3,ta5,ts3,tm2,tp4,tme3,td2
10660,22F. Johnson,Na_England,Tc_Stevenage,F_Right,Bp_CAM,Bt_Lean,a1,o1,h2,w2,v1,ta3,ts3,tm4,tp2,tme2,td2
10661,23A. Madi,Na_Netherlands,Tc_Sparta Rotterdam,F_Right,Bp_CAM,Bt_Lean,a2,o3,h2,w1,v3,ta4,ts4,tm3,tp3,tme4,td3
10662,H. Jurado,Na_Mexico,Tc_Cercle Brugge KSV,F_Left,Bp_LM,Bt_Lean,a2,o4,h1,w1,v4,ta4,ts4,tm5,tp4,tme2,td2
10663,A. Gattermayer,Na_Austria,Tc_Wolfsberger AC,F_Right,Bp_ST,Bt_Normal,a4,o4,h3,w3,v4,ta5,ts4,tm5,tp4,tme3,td1
10664,24Juan Artola,Na_Spain,Tc_AD Alcorcón,F_Right,Bp_CAM,Bt_Normal,a4,o3,h2,w3,v3,ta5,ts4,tm5,tp4,tme4,td3
10665,23B. Kershaw,Na_England,Tc_Stoke City,F_Right,Bp_CAM,Bt_Normal,a1,o1,h2,w4,v1,ta3,ts3,tm3,tp3,tme3,td3
10666,24K. Bonnevie,Na_France,Tc_Quevilly Rouen Métropole,F_Left,Bp_GK,Bt_Normal,a2,o2,h5,w4,v3,ta1,ts1,tm1,tp1,tme1,td1
10667,22J. Hernández,Na_Mexico,Tc_Pachuca,F_Right,Bp_RM,Bt_Lean,a1,o1,h1,w1,v1,ta3,ts3,tm4,tp2,tme2,td2
10668,24Enol Coto,Na_Spain,Tc_Real Sporting de Gijón,F_Right,Bp_RB,Bt_Lean,a3,o3,h1,w1,v3,ta2,ts3,tm5,tp2,tme3,td4
10669,22Aitor Puñal,Na_Spain,Tc_UD Almería,F_Right,Bp_CB,Bt_Normal,a3,o3,h2,w3,v3,ta2,ts2,tm3,tp3,tme3,td5
10670,M. Oswald,Na_Austria,Tc_SC Rheindorf Altach,F_Right,Bp_CDM,Bt_Lean,a4,o4,h1,w1,v4,ta4,ts4,tm4,tp5,tme5,td4
10671,22E. Ayón,Na_Mexico,Tc_Tijuana,F_Left,Bp_ST,Bt_Lean,a2,o2,h4,w2,v3,ta4,ts2,tm2,tp4,tme2,td1
10672,23P. Boyes,Na_England,Tc_Hartlepool United,F_Right,Bp_GK,Bt_Normal,a1,o1,h4,w3,v1,ta1,ts1,tm1,tp1,tme1,td1
10673,24M. Ferrel,Na_Bolivia,Tc_Guabirá,F_Right,Bp_GK,Bt_Normal,a2,o2,h2,w3,v2,ta1,ts1,tm1,tp1,tme1,td1
10674,23Matheus Bueno,Na_Brazil,Tc_Gil Vicente FC,F_Right,Bp_CAM,Bt_Normal,a4,o4,h2,w2,v4,ta4,ts5,tm4,tp4,tme5,td3
10675,A. Andresen,Na_Denmark,Tc_Silkeborg IF,F_Right,Bp_GK,Bt_Lean,a1,o3,h5,w5,v3,ta1,ts1,tm1,tp1,tme1,td1
10676,22E. Martínez,Na_Mexico,Tc_Puebla FC,F_Right,Bp_RB,Bt_Normal,a1,o2,h2,w4,v2,ta2,ts2,tm3,tp2,tme3,td3
10677,K. Takai,Na_Japan,Tc_Borussia Mönchengladbach,F_Right,Bp_CB,Bt_Normal,a2,o5,h5,w5,v5,ta3,ts3,tm2,tp3,tme4,td5
10678,24S. González,Na_Ecuador,Tc_LDU Quito,F_Left,Bp_CAM,Bt_Lean,a2,o4,h2,w1,v5,ta4,ts5,tm4,tp4,tme5,td4
10679,22T. Hümmer,Na_Germany,Tc_FC Würzburger Kickers,F_Right,Bp_ST,Bt_Lean,a1,o1,h4,w3,v1,ta2,ts2,tm2,tp3,tme1,td1
10680,M. Mahmoud,Na_Tunisia,Tc_FC Lugano,F_Right,Bp_CM,Bt_Stocky,a4,o4,h2,w4,v4,ta4,ts4,tm3,tp5,tme5,td5
10681,25M. Avilés,Na_Venezuela,Tc_Real Tomayapo,F_Right,Bp_CAM,Bt_Normal,a5,o4,h2,w4,v1,ta5,ts5,tm3,tp5,tme5,td5
10682,J. Godoy,Na_Bolivia,Tc_Always Ready,F_Right,Bp_ST,Bt_Normal,a5,o4,h1,w1,v3,ta5,ts4,tm4,tp5,tme3,td2
10683,25M. Prost,Na_Argentina,Tc_Nacional Potosí,F_Right,Bp_ST,Bt_Normal,a5,o4,h2,w3,v2,ta5,ts4,tm3,tp5,tme3,td2
10684,26E. Boateng,Na_Ghana,Tc_HJK Helsinki,F_Right,Bp_CM,Bt_Lean,a5,o4,h1,w1,v3,ta4,ts4,tm4,tp4,tme5,td3
10685,F. Ferraro,Na_Belgium,Tc_FCV Dender EH,F_Left,Bp_LB,Bt_Normal,a3,o4,h2,w1,v5,ta5,ts4,tm5,tp2,tme3,td4
10686,25D. Valda,Na_Bolivia,Tc_Universitario de Vinto,F_Right,Bp_RB,Bt_Normal,a5,o4,h2,w2,v3,ta4,ts3,tm4,tp3,tme4,td4
10687,25M. Chiatti,Na_Argentina,Tc_The Strongest,F_Right,Bp_CB,Bt_Normal,a5,o4,h5,w5,v2,ta3,ts2,tm1,tp3,tme4,td5
10688,26Y. Martínez,Na_Bolivia,Tc_Nacional Potosí,F_Left,Bp_LM,Bt_Normal,a4,o3,h1,w1,v3,ta4,ts4,tm5,tp4,tme5,td4
10689,22A. Herrera,Na_Mexico,Tc_Puebla FC,F_Right,Bp_CDM,Bt_Normal,a2,o1,h1,w3,v1,ta2,ts3,tm2,tp2,tme3,td3
10690,26J. Bejarano,Na_Bolivia,Tc_Gualberto Villarroel SJ,F_Right,Bp_CDM,Bt_Stocky,a5,o2,h1,w2,v2,ta3,ts4,tm2,tp4,tme5,td4
10691,25A. Medina,Na_Bolivia,Tc_Gualberto Villarroel SJ,F_Left,Bp_LW,Bt_Normal,a5,o3,h1,w1,v3,ta4,ts4,tm3,tp4,tme4,td3
10692,H. Hore,Na_Australia,Tc_Brisbane Roar,F_Right,Bp_CAM,Bt_Lean,a4,o4,h2,w1,v3,ta4,ts4,tm4,tp4,tme4,td3
10693,24J. Lofthouse,Na_Australia,Tc_Brisbane Roar,F_Right,Bp_RM,Bt_Lean,a4,o2,h3,w2,v1,ta3,ts3,tm5,tp3,tme2,td2
10694,A. Phillips,Na_England,Tc_Stoke City,F_Right,Bp_CB,Bt_Normal,a2,o5,h5,w5,v5,ta3,ts3,tm3,tp4,tme4,td5
10695,22G. Viera,Na_Argentina,Tc_Racing Club,F_Right,Bp_RM,Bt_Lean,a1,o3,h1,w1,v3,ta4,ts4,tm3,tp1,tme2,td2
10696,M. García,Na_Argentina,Tc_Club Atlético Sarmiento,F_Right,Bp_CDM,Bt_Lean,a5,o4,h2,w3,v4,ta4,ts4,tm3,tp4,tme5,td5
10697,G. Gent,Na_England,Tc_Barnsley,F_Left,Bp_LB,Bt_Lean,a2,o3,h2,w3,v4,ta4,ts4,tm5,tp3,tme4,td4
10698,25Ricard Artero,Na_Spain,Tc_Girona FC,F_Right,Bp_CAM,Bt_Normal,a2,o3,h3,w3,v4,ta4,ts4,tm3,tp4,tme4,td4
10699,Loïc Williams,Na_Spain,Tc_Granada CF,F_Left,Bp_CB,Bt_Normal,a4,o4,h4,w3,v5,ta2,ts3,tm2,tp4,tme3,td5
10700,23Álex Castro,Na_Spain,Tc_Elche CF,F_Right,Bp_ST,Bt_Normal,a2,o2,h2,w1,v3,ta4,ts4,tm3,tp3,tme3,td2
10701,25Arnau Ortiz,Na_Spain,Tc_Śląsk Wrocław,F_Right,Bp_RM,Bt_Normal,a3,o3,h1,w1,v3,ta4,ts4,tm4,tp2,tme2,td2
10702,22J. Scott,Na_Northern Ireland,Tc_St Patrick's Athletic FC,F_Right,Bp_RB,Bt_Lean,a1,o2,h3,w3,v2,ta3,ts4,tm4,tp2,tme3,td3
10703,22D. Roca,Na_Venezuela,Tc_AC Mineros de Guayana,F_Right,Bp_RB,Bt_Normal,a1,o2,h1,w2,v2,ta4,ts3,tm2,tp2,tme4,td4
10704,I. Dramé,Na_Mali,Tc_Estrela da Amadora,F_Right,Bp_CB,Bt_Stocky,a5,o4,h5,w4,v3,ta1,ts1,tm2,tp4,tme3,td5
10705,25C. McFarlane,Na_England,Tc_New York City FC,F_Left,Bp_LB,Bt_Lean,a1,o1,h3,w1,v2,ta1,ts1,tm2,tp1,tme2,td3
10706,O. Enersen,Na_Norway,Tc_Strømsgodset IF,F_Right,Bp_RM,Bt_Lean,a3,o3,h3,w1,v4,ta3,ts3,tm5,tp3,tme4,td3
10707,H. Leonard,Na_England,Tc_Peterborough United,F_Right,Bp_ST,Bt_Normal,a2,o4,h4,w2,v4,ta4,ts3,tm4,tp5,tme4,td2
10708,24C. Weston,Na_England,Tc_Blackburn Rovers,F_Right,Bp_RM,Bt_Lean,a1,o2,h3,w3,v2,ta2,ts2,tm4,tp3,tme3,td3
10709,24V. Dryselius,Na_Sweden,Tc_Varbergs BoIS,F_Right,Bp_GK,Bt_Normal,a1,o1,h2,w4,v1,ta1,ts1,tm1,tp1,tme1,td1
10710,M. Madjed,Na_Iraq,Tc_Hammarby Fotboll,F_Left,Bp_CAM,Bt_Lean,a2,o4,h3,w3,v5,ta5,ts5,tm5,tp4,tme4,td1
10711,J. Quiñones,Na_Peru,Tc_Alianza Atlético,F_Right,Bp_CB,Bt_Lean,a4,o2,h3,w2,v2,ta3,ts3,tm2,tp3,tme3,td4
10712,25R. Rosales,Na_Colombia,Tc_Millonarios FC,F_Right,Bp_RB,Bt_Normal,a4,o3,h3,w2,v4,ta3,ts2,tm3,tp3,tme3,td5
10713,25C. Romero,Na_Colombia,Tc_Millonarios FC,F_Right,Bp_GK,Bt_Normal,a4,o2,h5,w5,v2,ta1,ts1,tm1,tp1,tme1,td1
10714,25D. Ruiz,Na_Colombia,Tc_Millonarios FC,F_Left,Bp_CAM,Bt_Normal,a3,o5,h1,w2,v5,ta5,ts5,tm3,tp5,tme5,td3
10715,24Y. Quiñones,Na_Colombia,Tc_Millonarios FC,F_Left,Bp_LM,Bt_Normal,a2,o4,h1,w1,v4,ta4,ts4,tm4,tp3,tme4,td3
10716,24Pedro Benito,Na_Spain,Tc_Albacete Balompié,F_Right,Bp_RM,Bt_Stocky,a4,o3,h3,w4,v3,ta4,ts4,tm3,tp4,tme2,td2
10717,22H. Palmer,Na_England,Tc_Sutton United,F_Right,Bp_GK,Bt_Normal,a5,o1,h3,w3,v1,ta1,ts1,tm1,tp1,tme1,td1
10718,22J. Gallego,Na_Colombia,Tc_La Equidad,F_Right,Bp_CAM,Bt_Normal,a2,o2,h1,w1,v3,ta4,ts4,tm2,tp3,tme4,td4
10719,F. Chiarodia,Na_Italy,Tc_Borussia Mönchengladbach,F_Left,Bp_CB,Bt_Normal,a2,o4,h4,w4,v5,ta3,ts2,tm3,tp3,tme3,td5
10720,C. Walsh,Na_Republic of Ireland,Tc_Shelbourne FC,F_Right,Bp_GK,Bt_Lean,a2,o2,h5,w1,v1,ta1,ts1,tm1,tp1,tme1,td1
10721,23J. Gómez,Na_Venezuela,Tc_Estudiantes de Mérida,F_Left,Bp_CM,Bt_Normal,a2,o3,h1,w2,v3,ta3,ts4,tm2,tp3,tme5,td4
10722,23Á. Urdaneta,Na_Venezuela,Tc_Estudiantes de Mérida,F_Right,Bp_CDM,Bt_Normal,a5,o3,h1,w2,v2,ta4,ts5,tm4,tp4,tme5,td4
10723,24J. Roa,Na_Venezuela,Tc_Monagas SC,F_Right,Bp_GK,Bt_Normal,a4,o3,h3,w5,v3,ta1,ts1,tm1,tp1,tme1,td1
10724,25Ó. González,Na_Venezuela,Tc_Academia Puerto Cabello,F_Left,Bp_LB,Bt_Normal,a5,o4,h4,w2,v3,ta5,ts3,tm3,tp5,tme4,td5
10725,26J. Ortíz,Na_Venezuela,Tc_Deportivo Táchira,F_Right,Bp_RW,Bt_Lean,a5,o4,h5,w3,v3,ta5,ts4,tm3,tp4,tme4,td3
10726,24É. Carrión,Na_Venezuela,Tc_Monagas SC,F_Right,Bp_CAM,Bt_Normal,a2,o4,h1,w1,v3,ta4,ts4,tm4,tp4,tme4,td5
10727,23A. Zambrano,Na_Venezuela,Tc_Caracas FC,F_Right,Bp_LW,Bt_Normal,a5,o3,h2,w3,v3,ta5,ts4,tm4,tp5,tme4,td3
10728,V. Rodríguez,Na_Venezuela,Tc_Universidad Central de Venezuela,F_Right,Bp_CM,Bt_Normal,a5,o4,h2,w3,v3,ta5,ts5,tm3,tp4,tme5,td5
10729,22Y. Lembezat,Na_France,Tc_Pau FC,F_Right,Bp_RM,Bt_Lean,a1,o1,h1,w1,v1,ta3,ts3,tm3,tp1,tme1,td2
10730,25C. Keita,Na_France,Tc_K Beerschot VA,F_Right,Bp_ST,Bt_Normal,a4,o3,h5,w3,v3,ta4,ts2,tm2,tp4,tme3,td2
10731,23A. Moreno,Na_Venezuela,Tc_Monagas SC,F_Right,Bp_CAM,Bt_Lean,a1,o2,h1,w1,v2,ta4,ts4,tm2,tp3,tme4,td3
10732,23K. Barreto,Na_Venezuela,Tc_Monagas SC,F_Right,Bp_CAM,Bt_Lean,a2,o2,h1,w1,v3,ta4,ts4,tm2,tp3,tme3,td3
10733,23S. Tinubu,Na_England,Tc_Stevenage,F_Left,Bp_CDM,Bt_Normal,a1,o1,h2,w2,v1,ta2,ts2,tm3,tp3,tme2,td3
10734,D. Mazou-Sacko,Na_France,Tc_Millwall FC,F_Right,Bp_CM,Bt_Lean,a2,o4,h4,w1,v4,ta4,ts4,tm3,tp4,tme5,td5
10735,22S. Singh,Na_India,Tc_East Bengal FC,F_Right,Bp_CB,Bt_Normal,a1,o1,h3,w3,v1,ta1,ts1,tm1,tp2,tme1,td3
10736,22J. Veale,Na_England,Tc_Exeter City,F_Right,Bp_CAM,Bt_Normal,a1,o1,h2,w4,v1,ta2,ts2,tm3,tp2,tme2,td3
10737,23G. Mina,Na_Ecuador,Tc_Independiente del Valle,F_Right,Bp_CB,Bt_Lean,a1,o2,h3,w2,v3,ta2,ts2,tm2,tp2,tme2,td4
10738,22A. Castillo,Na_Venezuela,Tc_Academia Puerto Cabello,F_Right,Bp_ST,Bt_Normal,a2,o2,h1,w1,v3,ta5,ts4,tm3,tp4,tme3,td2
10739,25Jonatas Santos,Na_United Arab Emirates,Tc_Al Ain,F_Right,Bp_CAM,Bt_Normal,a3,o3,h2,w2,v3,ta3,ts3,tm5,tp4,tme2,td2
10740,E. Sali,Na_Romania,Tc_Al Riyadh,F_Right,Bp_RM,Bt_Lean,a1,o2,h1,w1,v3,ta3,ts4,tm5,tp1,tme1,td1
10741,22M. Cabrera,Na_Uruguay,Tc_Montevideo City Torque,F_Right,Bp_CM,Bt_Lean,a1,o1,h1,w1,v1,ta3,ts2,tm3,tp3,tme3,td3
10742,22K. Fukaya,Na_Japan,Tc_Sagan Tosu,F_Right,Bp_GK,Bt_Normal,a4,o1,h4,w3,v1,ta1,ts1,tm1,tp1,tme1,td1
10743,22T. Jackson,Na_England,Tc_Walsall,F_Right,Bp_GK,Bt_Normal,a1,o1,h4,w5,v1,ta1,ts1,tm1,tp1,tme1,td1
10744,23B. Knežević,Na_Serbia,Tc_Elche CF,F_Right,Bp_CAM,Bt_Lean,a2,o2,h3,w2,v2,ta3,ts3,tm2,tp3,tme4,td3
10745,G. Larios,Na_Peru,Tc_Alianza Atlético,F_Right,Bp_RM,Bt_Lean,a4,o3,h1,w1,v3,ta4,ts4,tm4,tp3,tme4,td3
10746,22Fernandinho,Na_Brazil,Tc_FC Juárez,F_Right,Bp_RM,Bt_Normal,a4,o4,h1,w3,v4,ta4,ts3,tm4,tp3,tme2,td2
10747,22I. Basafa,Na_Iran,Tc_Bengaluru FC,F_Right,Bp_CDM,Bt_Normal,a5,o3,h4,w4,v2,ta3,ts4,tm1,tp5,tme4,td4
10748,23Ç. Orhan,Na_Türkiye,Tc_Giresunspor,F_Right,Bp_RM,Bt_Stocky,a4,o2,h1,w1,v3,ta3,ts4,tm4,tp2,tme2,td2
10749,23G. Cörüt,Na_Türkiye,Tc_Giresunspor,F_Right,Bp_GK,Bt_Lean,a3,NA,h2,w2,v1,ta1,ts1,tm1,tp1,tme1,td1
10750,P. Lane,Na_Northern Ireland,Tc_Reading FC,F_Left,Bp_CAM,Bt_Lean,a4,o4,h1,w1,v3,ta4,ts4,tm5,tp4,tme4,td3
10751,C. Slicker,Na_Scotland,Tc_Barnet,F_Right,Bp_GK,Bt_Normal,a3,o2,h5,w5,v3,ta1,ts1,tm1,tp1,tme1,td1
10752,24M. Weier,Na_Australia,Tc_Newcastle Jets,F_Right,Bp_GK,Bt_Normal,a5,o2,h5,w5,v1,ta1,ts1,tm1,tp1,tme1,td1
10753,E. Džogović,Na_Luxembourg,Tc_1. FC Magdeburg,F_Right,Bp_RB,Bt_Normal,a3,o2,h2,w4,v3,ta2,ts2,tm3,tp2,tme3,td4
10754,22S. Yanez,Na_Mexico,Tc_Tijuana,F_Right,Bp_RB,Bt_Normal,a1,o2,h1,w1,v2,ta1,ts2,tm2,tp1,tme3,td4
10755,25J. Carabalí,Na_Colombia,Tc_Deportes Tolima,F_Right,Bp_ST,Bt_Lean,a2,o2,h2,w2,v3,ta3,ts3,tm4,tp5,tme2,td1
10756,22O. van der Vlag,Na_Netherlands,Tc_FC Groningen,F_Right,Bp_GK,Bt_Normal,a1,o1,h5,w2,v1,ta1,ts1,tm1,tp1,tme1,td1
10757,22A. Tattevin,Na_Central African Republic,Tc_Paris FC,F_Right,Bp_ST,Bt_Normal,a2,o2,h2,w2,v2,ta3,ts3,tm4,tp1,tme2,td2
10758,23S. Al Enazi,Na_Saudi Arabia,Tc_Al Batin,F_Left,Bp_LB,Bt_Lean,a4,o1,h1,w1,v1,ta1,ts1,tm4,tp2,tme2,td3
10759,R. Halhal,Na_Morocco,Tc_KV Mechelen,F_Right,Bp_CB,Bt_Lean,a3,o4,h4,w3,v4,ta2,ts2,tm2,tp2,tme3,td5
10760,23D. Rezaeian,Na_Poland,Tc_Pogoń Szczecin,F_Right,Bp_RM,Bt_Normal,a2,o1,h1,w1,v2,ta2,ts3,tm4,tp2,tme3,td3
10761,25S. Podgoreanu,Na_Israel,Tc_Heracles Almelo,F_Right,Bp_ST,Bt_Normal,a3,o3,h5,w4,v4,ta5,ts4,tm3,tp5,tme3,td2
10762,26J. George,Na_India,Tc_Jamshedpur FC,F_Right,Bp_CB,Bt_Normal,a5,o1,h4,w5,v1,ta1,ts1,tm1,tp3,tme1,td3
10763,G. Singh,Na_India,Tc_Chennaiyin FC,F_Left,Bp_ST,Bt_Normal,a2,o1,h1,w2,v1,ta2,ts2,tm2,tp4,tme1,td2
10764,J. Uzeda,Na_Bolivia,Tc_Always Ready,F_Left,Bp_CAM,Bt_Normal,a3,o3,h1,w1,v3,ta3,ts4,tm4,tp3,tme4,td3
10765,24L. Skraback,Na_Germany,Tc_Borussia Mönchengladbach,F_Right,Bp_RM,Bt_Lean,a2,o2,h1,w2,v2,ta4,ts4,tm3,tp2,tme4,td3
10766,Magunazelaia,Na_Spain,Tc_SD Eibar,F_Right,Bp_CAM,Bt_Normal,a4,o4,h2,w3,v4,ta5,ts4,tm5,tp4,tme5,td3
10767,22E. Uzun,Na_Türkiye,Tc_Adana Demirspor,F_Right,Bp_CDM,Bt_Lean,a1,o1,h2,w1,v2,ta2,ts3,tm2,tp2,tme3,td3
10768,22W. Bwalya,Na_Congo,Tc_Yeni Malatyaspor,F_Left,Bp_ST,Bt_Normal,a5,o4,h2,w4,v3,ta4,ts2,tm2,tp5,tme2,td1
10769,22R. van Kouwen,Na_Netherlands,Tc_Fortuna Sittard,F_Right,Bp_GK,Bt_Stocky,a2,o1,h5,w5,v1,ta1,ts1,tm1,tp1,tme1,td1
10770,O. Ross,Na_Denmark,Tc_Silkeborg IF,F_Right,Bp_CAM,Bt_Normal,a2,o3,h4,w3,v4,ta4,ts4,tm3,tp4,tme2,td2
10771,23R. Șteau,Na_Romania,Tc_UTA Arad,F_Left,Bp_CAM,Bt_Lean,a2,o2,h1,w1,v2,ta2,ts3,tm3,tp2,tme4,td2
10772,24L. Rodríguez,Na_Bolivia,Tc_Palmaflor del Trópico,F_Left,Bp_LB,Bt_Normal,a2,o2,h1,w1,v2,ta3,ts2,tm3,tp3,tme3,td4
10773,23J. Dickman,Na_Sweden,Tc_IFK Värnamo,F_Left,Bp_CAM,Bt_Lean,a2,o1,h1,w1,v1,ta2,ts3,tm4,tp1,tme2,td2
10774,25E. Ogura,Na_Ghana,Tc_Randers FC,F_Right,Bp_GK,Bt_Normal,a3,o2,h3,w3,v1,ta1,ts1,tm2,tp1,tme1,td1
10775,26C. Conn-Clarke,Na_Northern Ireland,Tc_Peterborough United,F_Right,Bp_CAM,Bt_Stocky,a4,o3,h1,w1,v3,ta4,ts4,tm4,tp4,tme4,td2
10776,22R. Rees,Na_England,Tc_Brentford,F_Right,Bp_GK,Bt_Lean,a1,o1,h5,w1,v1,ta1,ts1,tm1,tp1,tme1,td1
10777,J. Wilson-Esbrand,Na_England,Tc_Radomiak Radom,F_Left,Bp_LB,Bt_Lean,a3,o4,h2,w2,v4,ta3,ts5,tm5,tp3,tme4,td5
10778,Miguel,Na_Brazil,Tc_Universitario de Deportes,F_Right,Bp_CAM,Bt_Normal,a3,o3,h1,w1,v4,ta4,ts4,tm3,tp1,tme3,td2
10779,R. Ciervo,Na_Italy,Tc_Cesena FC,F_Right,Bp_RM,Bt_Lean,a4,o4,h4,w1,v4,ta5,ts5,tm4,tp4,tme4,td3
10780,24N. Cissé,Na_Mali,Tc_Quevilly Rouen Métropole,F_Left,Bp_CB,Bt_Normal,a3,o3,h4,w4,v3,ta2,ts1,tm1,tp3,tme1,td5
10781,22L. Hermansen,Na_Norway,Tc_Sarpsborg 08 FF,F_Right,Bp_CAM,Bt_Normal,a1,o1,h2,w2,v1,ta2,ts2,tm3,tp2,tme2,td3
10782,23M. Tahiri,Na_Morocco,Tc_Sparta Rotterdam,F_Right,Bp_CAM,Bt_Normal,a2,o2,h2,w1,v3,ta4,ts3,tm4,tp3,tme2,td2
10783,22R. Litvinov,Na_Russia,Tc_Spartak Moscow,F_Right,Bp_CDM,Bt_Lean,a1,o4,h3,w3,v4,ta5,ts4,tm3,tp4,tme5,td5
10784,D. Wilkins,Na_New Zealand,Tc_Sønderjyske Fodbold,F_Left,Bp_LB,Bt_Normal,a5,o3,h3,w2,v2,ta3,ts3,tm4,tp4,tme4,td4
10785,D. Strelec,Na_Slovakia,Tc_Middlesbrough,F_Left,Bp_ST,Bt_Normal,a4,o5,h4,w4,v5,ta5,ts4,tm4,tp5,tme4,td2
10786,22A. Perošević,Na_Croatia,Tc_East Bengal FC,F_Left,Bp_LW,Bt_Normal,a5,o3,h2,w3,v2,ta4,ts3,tm4,tp4,tme4,td2
10787,22Ygor Catatau,Na_Brazil,Tc_Mumbai City FC,F_Right,Bp_RM,Bt_Normal,a5,o2,h4,w5,v2,ta4,ts4,tm3,tp4,tme2,td2
10788,O. Denham,Na_Wales,Tc_Sligo Rovers,F_Right,Bp_CB,Bt_Normal,a4,o2,h3,w2,v1,ta1,ts1,tm1,tp2,tme2,td4
10789,K. Keïta,Na_Côte d'Ivoire,Tc_Rapid Bucuresti,F_Right,Bp_CDM,Bt_Stocky,a4,o4,h2,w3,v4,ta3,ts3,tm4,tp5,tme4,td5
10790,22E. Martínez,Na_Mexico,Tc_Puebla FC,F_Right,Bp_RB,Bt_Normal,a1,o2,h2,w4,v2,ta2,ts2,tm3,tp2,tme3,td3
10791,K. Takai,Na_Japan,Tc_Borussia Mönchengladbach,F_Right,Bp_CB,Bt_Normal,a2,o5,h5,w5,v5,ta3,ts3,tm2,tp3,tme4,td5
10792,24S. González,Na_Ecuador,Tc_LDU Quito,F_Left,Bp_CAM,Bt_Lean,a2,o4,h2,w1,v5,ta4,ts5,tm4,tp4,tme5,td4
10793,22T. Hümmer,Na_Germany,Tc_FC Würzburger Kickers,F_Right,Bp_ST,Bt_Lean,a1,o1,h4,w3,v1,ta2,ts2,tm2,tp3,tme1,td1
10794,M. Mahmoud,Na_Tunisia,Tc_FC Lugano,F_Right,Bp_CM,Bt_Stocky,a4,o4,h2,w4,v4,ta4,ts4,tm3,tp5,tme5,td5
10795,25L. Mosquera,Na_Venezuela,Tc_Rayo Zuliano,F_Right,Bp_LB,Bt_Normal,a4,o3,h1,w2,v3,ta3,ts3,tm3,tp3,tme4,td4
10796,J. Riasco,Na_Venezuela,Tc_Carabobo FC,F_Right,Bp_ST,Bt_Lean,a2,o2,h5,w5,v3,ta5,ts4,tm2,tp4,tme2,td1
10797,23M. Gil,Na_Bolivia,Tc_Guabirá,F_Left,Bp_LWB,Bt_Normal,a2,o2,h1,w1,v2,ta3,ts3,tm3,tp3,tme3,td4
10798,K. Mantilla,Na_Colombia,Tc_Independiente Medellín,F_Right,Bp_CB,Bt_Normal,a3,o4,h4,w5,v5,ta3,ts2,tm2,tp3,tme3,td5
10799,22D. Durán,Na_Colombia,Tc_Independiente Santa Fe,F_Right,Bp_RB,Bt_Normal,a1,o2,h3,w4,v2,ta3,ts2,tm2,tp3,tme3,td4
10800,22D. Mejía,Na_Colombia,Tc_Independiente Santa Fe,F_Right,Bp_RWB,Bt_Lean,a1,o2,h1,w1,v2,ta2,ts3,tm2,tp2,tme3,td3
10801,22J. Lozano,Na_Colombia,Tc_Independiente Santa Fe,F_Right,Bp_RM,Bt_Lean,a1,o2,h1,w1,v2,ta3,ts3,tm3,tp3,tme4,td3
10802,23L. Ayoví,Na_Ecuador,Tc_LDU Quito,F_Right,Bp_GK,Bt_Lean,a2,NA,h5,w4,v3,ta1,ts1,tm1,tp1,tme1,td1
10803,N. Siri,Na_Uruguay,Tc_Salford City,F_Right,Bp_ST,Bt_Normal,a2,o2,h2,w4,v2,ta4,ts2,tm4,tp4,tme3,td1
10804,N. Laquintana,Na_Uruguay,Tc_SD Huesca,F_Right,Bp_RW,Bt_Lean,a5,o4,h1,w2,v4,ta5,ts4,tm5,tp4,tme3,td2
